#,,,,,"generated_by='OpenQuake engine 3.15.0-git6830da70dc', start_date='2022-06-20T16:51:43', checksum=179802014, investigation_time=50.0, mag_bin_edges=[4.0, 5.0, 6.0, 7.0, 8.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0], lon_bin_edges=[9.14742030280496, 9.417706935826633, 9.687993568848304, 9.958280201869977, 10.22856683489165, 10.498853467913321, 10.769140100934994, 11.039426733956667, 11.30971336697834, 11.580000000000013, 11.850286633021684, 12.120573266043356, 12.39085989906503, 12.6611465320867, 12.931433165108373, 13.201719798130046, 13.47200643115172, 13.742293064173392, 14.012579697195063], lat_bin_edges=[40.52136, 40.72120888888889, 40.921057777777776, 41.12090666666667, 41.32075555555556, 41.520604444444444, 41.72045333333333, 41.920302222222226, 42.12015111111111, 42.32, 42.51984888888889, 42.71969777777778, 42.91954666666667, 43.119395555555556, 43.31924444444444, 43.51909333333334, 43.718942222222225, 43.91879111111111, 44.11864], eps_bin_edges=[-3.0, -1.0, 1.0, 3.0], tectonic_region_types=['Shallow Default'], rlz_ids=[12], weights=[1.0], lon=11.580000000000013, lat=42.32"
imt,poe,mag,dist,eps,rlz12
SA(0.2),0.05,4.50000E+00,1.55000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.55000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.65000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.65000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.65000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.75000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.75000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.75000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.85000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.85000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.85000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.95000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.95000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,4.50000E+00,1.95000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,5.00000E+00,-2.00000E+00,1.70901E-04
SA(0.2),0.05,5.50000E+00,5.00000E+00,0.00000E+00,6.97344E-03
SA(0.2),0.05,5.50000E+00,5.00000E+00,2.00000E+00,2.50877E-03
SA(0.2),0.05,5.50000E+00,1.50000E+01,-2.00000E+00,3.93256E-10
SA(0.2),0.05,5.50000E+00,1.50000E+01,0.00000E+00,5.62217E-03
SA(0.2),0.05,5.50000E+00,1.50000E+01,2.00000E+00,8.95933E-03
SA(0.2),0.05,5.50000E+00,2.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,2.50000E+01,0.00000E+00,4.64225E-04
SA(0.2),0.05,5.50000E+00,2.50000E+01,2.00000E+00,5.14225E-03
SA(0.2),0.05,5.50000E+00,3.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,3.50000E+01,0.00000E+00,9.14447E-06
SA(0.2),0.05,5.50000E+00,3.50000E+01,2.00000E+00,1.51472E-03
SA(0.2),0.05,5.50000E+00,4.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,4.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,4.50000E+01,2.00000E+00,2.70518E-04
SA(0.2),0.05,5.50000E+00,5.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,5.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,5.50000E+01,2.00000E+00,2.60593E-05
SA(0.2),0.05,5.50000E+00,6.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,6.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,6.50000E+01,2.00000E+00,1.30786E-08
SA(0.2),0.05,5.50000E+00,7.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,7.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,7.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,8.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,8.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,8.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,9.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,9.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,9.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.05000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.05000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.05000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.15000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.15000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.15000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.25000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.25000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.25000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.35000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.35000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.35000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.45000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.45000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.45000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.55000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.55000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.55000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.65000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.65000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.65000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.75000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.75000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.75000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.85000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.85000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.85000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.95000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.95000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,5.50000E+00,1.95000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,5.00000E+00,-2.00000E+00,1.40794E-04
SA(0.2),0.05,6.50000E+00,5.00000E+00,0.00000E+00,2.18562E-03
SA(0.2),0.05,6.50000E+00,5.00000E+00,2.00000E+00,5.43169E-04
SA(0.2),0.05,6.50000E+00,1.50000E+01,-2.00000E+00,2.11920E-06
SA(0.2),0.05,6.50000E+00,1.50000E+01,0.00000E+00,3.20948E-03
SA(0.2),0.05,6.50000E+00,1.50000E+01,2.00000E+00,1.68720E-03
SA(0.2),0.05,6.50000E+00,2.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,2.50000E+01,0.00000E+00,5.93640E-04
SA(0.2),0.05,6.50000E+00,2.50000E+01,2.00000E+00,2.23138E-03
SA(0.2),0.05,6.50000E+00,3.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,3.50000E+01,0.00000E+00,1.47929E-05
SA(0.2),0.05,6.50000E+00,3.50000E+01,2.00000E+00,1.01773E-03
SA(0.2),0.05,6.50000E+00,4.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,4.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,4.50000E+01,2.00000E+00,3.11751E-04
SA(0.2),0.05,6.50000E+00,5.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,5.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,5.50000E+01,2.00000E+00,6.27516E-05
SA(0.2),0.05,6.50000E+00,6.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,6.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,6.50000E+01,2.00000E+00,2.13106E-06
SA(0.2),0.05,6.50000E+00,7.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,7.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,7.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,8.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,8.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,8.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,9.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,9.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,9.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.05000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.05000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.05000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.15000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.15000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.15000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.25000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.25000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.25000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.35000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.35000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.35000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.45000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.45000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.45000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.55000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.55000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.55000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.65000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.65000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.65000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.75000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.75000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.75000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.85000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.85000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.85000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.95000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.95000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,6.50000E+00,1.95000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,5.00000E+00,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,5.00000E+00,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,5.00000E+00,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,2.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,2.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,2.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,3.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,3.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,3.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,4.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,4.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,4.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,5.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,5.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,5.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,6.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,6.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,6.50000E+01,2.00000E+00,2.38895E-07
SA(0.2),0.05,7.50000E+00,7.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,7.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,7.50000E+01,2.00000E+00,8.48002E-07
SA(0.2),0.05,7.50000E+00,8.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,8.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,8.50000E+01,2.00000E+00,1.78719E-07
SA(0.2),0.05,7.50000E+00,9.50000E+01,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,9.50000E+01,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,9.50000E+01,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.05000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.05000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.05000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.15000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.15000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.15000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.25000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.25000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.25000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.35000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.35000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.35000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.45000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.45000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.45000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.55000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.55000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.55000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.65000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.65000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.65000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.75000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.75000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.75000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.85000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.85000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.85000E+02,2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.95000E+02,-2.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.95000E+02,0.00000E+00,0.00000E+00
SA(0.2),0.05,7.50000E+00,1.95000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,5.00000E+00,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,5.00000E+00,0.00000E+00,1.29691E-04
SA(1.0),0.1,4.50000E+00,5.00000E+00,2.00000E+00,1.49884E-03
SA(1.0),0.1,4.50000E+00,1.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.50000E+01,2.00000E+00,7.33856E-04
SA(1.0),0.1,4.50000E+00,2.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,2.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,2.50000E+01,2.00000E+00,5.82746E-05
SA(1.0),0.1,4.50000E+00,3.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,3.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,3.50000E+01,2.00000E+00,1.34912E-06
SA(1.0),0.1,4.50000E+00,4.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,4.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,4.50000E+01,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,5.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,5.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,5.50000E+01,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,6.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,6.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,6.50000E+01,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,7.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,7.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,7.50000E+01,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,8.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,8.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,8.50000E+01,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,9.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,9.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,9.50000E+01,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.05000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.05000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.05000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.15000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.15000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.15000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.25000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.25000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.25000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.35000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.35000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.35000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.45000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.45000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.45000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.55000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.55000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.55000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.65000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.65000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.65000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.75000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.75000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.75000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.85000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.85000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.85000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.95000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.95000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,4.50000E+00,1.95000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,5.00000E+00,-2.00000E+00,3.73799E-04
SA(1.0),0.1,5.50000E+00,5.00000E+00,0.00000E+00,7.07640E-03
SA(1.0),0.1,5.50000E+00,5.00000E+00,2.00000E+00,2.49807E-03
SA(1.0),0.1,5.50000E+00,1.50000E+01,-2.00000E+00,3.34956E-05
SA(1.0),0.1,5.50000E+00,1.50000E+01,0.00000E+00,1.09939E-02
SA(1.0),0.1,5.50000E+00,1.50000E+01,2.00000E+00,8.96610E-03
SA(1.0),0.1,5.50000E+00,2.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,2.50000E+01,0.00000E+00,4.93080E-03
SA(1.0),0.1,5.50000E+00,2.50000E+01,2.00000E+00,8.39180E-03
SA(1.0),0.1,5.50000E+00,3.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,3.50000E+01,0.00000E+00,7.63725E-04
SA(1.0),0.1,5.50000E+00,3.50000E+01,2.00000E+00,6.68408E-03
SA(1.0),0.1,5.50000E+00,4.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,4.50000E+01,0.00000E+00,1.08279E-05
SA(1.0),0.1,5.50000E+00,4.50000E+01,2.00000E+00,3.40190E-03
SA(1.0),0.1,5.50000E+00,5.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,5.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,5.50000E+01,2.00000E+00,1.87974E-03
SA(1.0),0.1,5.50000E+00,6.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,6.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,6.50000E+01,2.00000E+00,8.91927E-04
SA(1.0),0.1,5.50000E+00,7.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,7.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,7.50000E+01,2.00000E+00,4.41820E-04
SA(1.0),0.1,5.50000E+00,8.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,8.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,8.50000E+01,2.00000E+00,1.45493E-04
SA(1.0),0.1,5.50000E+00,9.50000E+01,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,9.50000E+01,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,9.50000E+01,2.00000E+00,3.52088E-05
SA(1.0),0.1,5.50000E+00,1.05000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.05000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.05000E+02,2.00000E+00,1.31002E-06
SA(1.0),0.1,5.50000E+00,1.15000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.15000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.15000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.25000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.25000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.25000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.35000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.35000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.35000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.45000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.45000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.45000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.55000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.55000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.55000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.65000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.65000E+02,0.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.65000E+02,2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.75000E+02,-2.00000E+00,0.00000E+00
SA(1.0),0.1,5.50000E+00,1.75000E+02,0.00000E+00,0.00000E+00
